Country Code;City;Location;Coordinates;Pollutant;Source Name;Unit;Value;Last Updated;Country Label
AT;Austria;Heiterwang;47.447768382,10.7442101242;PM10;EEA Austria;µg/m³;9.0;2016-12-12T09:00:00+01:00;Austria
AT;Austria;Krems;48.4094197901,15.6202654864;NO2;EEA Austria;µg/m³;16.0;2016-12-12T10:00:00+01:00;Austria
AT;Austria;Leoben Zentrum;47.3830302082,15.0899899742;NO2;EEA Austria;µg/m³;54.0;2016-12-12T10:00:00+01:00;Austria
AT;Austria;Vösendorf;48.1250261927,16.3316413599;CO;EEA Austria;µg/m³;210.0;2016-12-12T10:00:00+01:00;Austria
AT;Austria;Gänserndorf;48.3347076441,16.7305831776;PM10;EEA Austria;µg/m³;9.0;2016-12-12T10:00:00+01:00;Austria
AT;Austria;Vöcklabruck;48.0011129974,13.6680467109;NO2;EEA Austria;µg/m³;12.0;2016-12-12T10:00:00+01:00;Austria
AT;Austria;Graz Don Bosco;47.0555746975,15.4177852213;NO2;EEA Austria;µg/m³;81.0;2016-12-12T10:00:00+01:00;Austria
AT;Austria;Steyr;48.0508581903,14.4405978553;SO2;EEA Austria;µg/m³;3.0;2016-12-12T10:00:00+01:00;Austria
AT;Austria;Steyr;48.0508581903,14.4405978553;PM10;EEA Austria;µg/m³;12.0;2016-12-12T10:00:00+01:00;Austria
AT;Austria;St. Veit a.d.Glan Hauptbahnhof;46.7702910806,14.3658580236;PM10;EEA Austria;µg/m³;28.0;2016-12-12T10:00:00+01:00;Austria
AT;Austria;Zederhaus A10;47.1541397801,13.5050024869;NO2;EEA Austria;µg/m³;13.0;2016-12-12T10:00:00+01:00;Austria
AT;Oberösterreich;AT4S108;48.5311111095,14.5747222222;NO2;EEA Austria;µg/m³;9.0;2021-11-25T10:00:00+01:00;Austria
AT;Oberösterreich;AT4S173;48.2788888884,14.3658333333;SO2;EEA Austria;µg/m³;2.99;2021-11-25T10:00:00+01:00;Austria
AT;Oberösterreich;AT0ENK1;48.3917199995,13.67114;SO2;EEA Austria;µg/m³;1.23000001;2021-11-25T10:00:00+01:00;Austria
AT;Burgenland;AT10003;48.1094443995,17.0713889;PM10;EEA Austria;µg/m³;39.56355285;2021-11-25T10:00:00+01:00;Austria
AT;Wien;AT90TAB;48.2167394439,16.3809180556;PM10;EEA Austria;µg/m³;30.51300048;2021-11-25T10:00:00+01:00;Austria
AT;Kärnten;AT0VOR1;46.6786111106,12.9744444444;SO2;EEA Austria;µg/m³;0.39971005;2021-11-25T10:00:00+01:00;Austria
AT;Kärnten;AT0VOR1;46.6786111106,12.9744444444;NO2;EEA Austria;µg/m³;4.62774181;2021-11-25T10:00:00+01:00;Austria
AT;Tirol;AT72123;47.3056221995,11.3759972;O3;EEA Austria;µg/m³;91.761;2021-11-25T10:00:00+01:00;Austria
AT;Niederösterreich;AT30104;48.1783333328,14.5486111111;NO2;EEA Austria;µg/m³;25.5290718;2021-11-25T10:00:00+01:00;Austria
AT;Kärnten;AT2F202;46.8419999995,14.529;PM10;EEA Austria;µg/m³;13.53499984;2021-11-25T10:00:00+01:00;Austria
AT;Wien;AT9GAUD;48.1871469439,16.3393311111;NO2;EEA Austria;µg/m³;24.78996467;2021-11-25T10:00:00+01:00;Austria
AT;Wien;AT9GAUD;48.1871469439,16.3393311111;PM2.5;EEA Austria;µg/m³;23.15999984;2021-11-25T10:00:00+01:00;Austria
AT;Niederösterreich;AT31204;48.2133333328,15.1972222222;O3;EEA Austria;µg/m³;7.084;2021-11-25T10:00:00+01:00;Austria
AT;Wien;AT9KEND;48.2049999995,16.30975;PM2.5;EEA Austria;µg/m³;22.96150016;2021-11-25T10:00:00+01:00;Austria
AT;Wien;AT90MBA;48.1883724995,16.3000202778;CO;EEA Austria;µg/m³;350.49301;2021-11-25T10:00:00+01:00;Austria
AT;Niederösterreich;AT31901;48.3294449995,16.0625;PM10;EEA Austria;µg/m³;36.0;2021-11-25T10:00:00+01:00;Austria
AT;Tirol;AT72315;47.2169471995,10.7357167;PM10;EEA Austria;µg/m³;16.43400001;2021-11-25T10:00:00+01:00;Austria
AT;Burgenland;AT10002;47.3394099995,16.20808;O3;EEA Austria;µg/m³;21.955;2021-11-25T10:00:00+01:00;Austria
AT;Niederösterreich;AT32604;48.0451111106,14.7722777778;PM10;EEA Austria;µg/m³;18.0;2021-11-25T09:00:00+01:00;Austria
AT;Steiermark;AT60137;47.0591699995,15.016667;NO2;EEA Austria;µg/m³;5.68814897;2021-11-25T03:00:00+01:00;Austria
AT;Austria;Graz West;47.0697103009,15.404130829;PM10;EEA Austria;µg/m³;64.0;2016-12-07T19:00:00+01:00;Austria
AT;Austria;Wolkersdorf;48.3922433173,16.5222638632;O3;EEA Austria;µg/m³;37.0;2016-12-12T09:00:00+01:00;Austria
AT;Austria;Leoben Donawitz;47.3760957723,15.0775033917;SO2;EEA Austria;µg/m³;3.0;2016-12-12T10:00:00+01:00;Austria
AT;Austria;Krems;48.4094197901,15.6202654864;PM10;EEA Austria;µg/m³;6.0;2016-12-12T10:00:00+01:00;Austria
AT;Austria;Wien Liesing;48.1380365608,16.2966968953;PM10;EEA Austria;µg/m³;10.0;2016-12-12T10:00:00+01:00;Austria
AT;Austria;Kufstein Praxmarerstraße;47.5863981913,12.1736094043;NO2;EEA Austria;µg/m³;58.0;2016-12-12T10:00:00+01:00;Austria
AT;Austria;Kundl A12;47.4689050125,11.9583730622;NO2;EEA Austria;µg/m³;68.0;2016-12-12T10:00:00+01:00;Austria
AT;Austria;Gratwein;47.1422262873,15.3255282417;SO2;EEA Austria;µg/m³;3.0;2016-12-12T10:00:00+01:00;Austria
AT;Austria;Lustenau Wiesenrain;47.4108196241,9.65275705398;NO2;EEA Austria;µg/m³;45.0;2016-12-12T10:00:00+01:00;Austria
AT;Austria;Steyr;48.0508581903,14.4405978553;O3;EEA Austria;µg/m³;43.0;2016-12-12T10:00:00+01:00;Austria
AT;Austria;Graz Süd Tiergartenweg;47.0419250831,15.4341345595;O3;EEA Austria;µg/m³;2.0;2016-12-12T10:00:00+01:00;Austria
AT;Austria;Streithofen im Tullnerfeld;48.2766884716,15.9361131403;NO2;EEA Austria;µg/m³;13.0;2016-12-12T10:00:00+01:00;Austria
AT;Austria;Amstetten;48.1202888808,14.879155377;O3;EEA Austria;µg/m³;39.0;2016-12-12T10:00:00+01:00;Austria
AT;Austria;Kematen;48.0449729792,14.7722558582;O3;EEA Austria;µg/m³;52.0;2016-12-12T10:00:00+01:00;Austria
AT;Austria;Fürstenfeld;47.0469446299,16.0789452705;PM10;EEA Austria;µg/m³;28.0;2016-12-12T10:00:00+01:00;Austria
AT;Austria;Arnoldstein Gailitz Waldsiedlungsstraße;46.558898771,13.7049674691;PM10;EEA Austria;µg/m³;15.0;2016-12-12T10:00:00+01:00;Austria
AT;Oberösterreich;AT4S217;48.2094444439,14.4369444444;NO2;EEA Austria;µg/m³;19.25499916;2021-11-25T10:00:00+01:00;Austria
AT;Steiermark;AT60197;46.7783333328,15.5405555556;PM2.5;EEA Austria;µg/m³;25.84607887;2021-11-25T10:00:00+01:00;Austria
AT;Steiermark;AT60195;46.8138888884,15.2127777778;O3;EEA Austria;µg/m³;8.322;2021-11-25T10:00:00+01:00;Austria
AT;Steiermark;AT60196;47.0402777772,14.33;O3;EEA Austria;µg/m³;87.918;2021-11-25T10:00:00+01:00;Austria
AT;Niederösterreich;AT31406;48.0833333328,16.3372222222;PM10;EEA Austria;µg/m³;29.5;2021-11-25T10:00:00+01:00;Austria
AT;Burgenland;AT10001;47.8399999995,16.52806;PM10;EEA Austria;µg/m³;26.56755065;2021-11-25T10:00:00+01:00;Austria
AT;Steiermark;AT60142;47.375555555,15.0745;SO2;EEA Austria;µg/m³;0.39574649;2021-11-25T10:00:00+01:00;Austria
AT;Steiermark;AT60142;47.375555555,15.0745;PM10;EEA Austria;µg/m³;46.22690963;2021-11-25T10:00:00+01:00;Austria
AT;Tirol;AT72821;47.3487739995,11.692028;NO2;EEA Austria;µg/m³;47.94100189;2021-11-25T10:00:00+01:00;Austria
AT;Steiermark;AT60157;47.6305599995,13.796667;O3;EEA Austria;µg/m³;54.828;2021-11-25T10:00:00+01:00;Austria
AT;Tirol;AT72552;47.5818082995,12.1724111;NO2;EEA Austria;µg/m³;33.84799957;2021-11-25T10:00:00+01:00;Austria
AT;Niederösterreich;AT31901;48.3294449995,16.0625;O3;EEA Austria;µg/m³;8.381;2021-11-25T10:00:00+01:00;Austria
AT;Steiermark;AT60198;47.0472219995,16.078888;PM10;EEA Austria;µg/m³;34.6105957;2021-11-25T10:00:00+01:00;Austria
AT;Wien;AT9JAEG;48.2701583328,16.2972633333;NO2;EEA Austria;µg/m³;10.35456943;2021-11-25T10:00:00+01:00;Austria
AT;Steiermark;AT60171;47.0594439995,15.466666;PM10;EEA Austria;µg/m³;38.28440856;2021-11-25T10:00:00+01:00;Austria
AT;Kärnten;AT2M121;46.5569299995,13.70541;PM10;EEA Austria;µg/m³;14.52999973;2021-11-25T10:00:00+01:00;Austria
AT;Amt der Steierm�rkischen Landesregierung;Liezen Alte Gasse 8;47.5672222217,14.2436111111;SO2;EEA Austria;µg/m³;0.0;2017-07-20T21:00:00+02:00;Austria
AT;Austria;Wien Kaiserebersdorf;48.1569167138,16.4755514684;NO2;EEA Austria;µg/m³;19.0;2016-12-12T09:00:00+01:00;Austria
AT;Austria;Wolfsberg Hauptschule;46.8352867658,14.8442109124;NO2;EEA Austria;µg/m³;52.0;2016-12-12T10:00:00+01:00;Austria
AT;Austria;Wolfsberg Hauptschule;46.8352867658,14.8442109124;O3;EEA Austria;µg/m³;4.0;2016-12-12T10:00:00+01:00;Austria
AT;Austria;Köflach;47.0616944664,15.0792101908;NO2;EEA Austria;µg/m³;48.0;2016-12-12T10:00:00+01:00;Austria
AT;Austria;Lustenau Zollamt;47.4325180089,9.64943328743;NO2;EEA Austria;µg/m³;77.0;2016-12-12T10:00:00+01:00;Austria
AT;Austria;Klosterneuburg Wisentgasse;48.3013740999,16.3046919014;SO2;EEA Austria;µg/m³;3.0;2016-12-12T10:00:00+01:00;Austria
AT;Austria;St. Pölten - Europaplatz;48.2099836519,15.6111026705;CO;EEA Austria;µg/m³;250.0;2016-12-12T10:00:00+01:00;Austria
AT;Austria;St. Pölten - Eybnerstraße;48.2114203668,15.6316740905;SO2;EEA Austria;µg/m³;3.0;2016-12-12T10:00:00+01:00;Austria
AT;Austria;Klagenfurt Völkermarkterstrasse;46.6200155505,14.3169896722;PM10;EEA Austria;µg/m³;36.0;2016-12-12T10:00:00+01:00;Austria
AT;Austria;Imst Inntalautobahn A12;47.2169621447,10.7355862975;PM10;EEA Austria;µg/m³;50.0;2016-12-12T10:00:00+01:00;Austria
AT;Steiermark;AT60178;47.2157029995,15.628392;NO2;EEA Austria;µg/m³;28.3265438;2021-11-25T10:00:00+01:00;Austria
AT;Vorarlberg;AT80503;47.5291999995,9.9267;NO2;EEA Austria;µg/m³;5.78399991;2021-11-25T10:00:00+01:00;Austria
